user_id,model,rank,item_id
A11VUG7M2C79VV,pop,7,B005CCM48M
A11VUG7M2C79VV,pop,8,B0054H1I7S
A11VUG7M2C79VV,pop,9,B004AYDJM8
A11VUG7M2C79VV,pop,10,B003XVYJ2S
A11VUG7M2C79VV,l2r,1,B004W4M80U
A11VUG7M2C79VV,l2r,2,B004KNWXBM
A11VUG7M2C79VV,l2r,3,B00506DAW4
A11VUG7M2C79VV,l2r,4,B0052XTW5Y
A11VUG7M2C79VV,l2r,5,B004T3G12K
A11VUG7M2C79VV,l2r,6,B0057QN6N0
A11VUG7M2C79VV,l2r,7,B005CX8JF8
A11VUG7M2C79VV,l2r,8,B0048EJUEQ
A11VUG7M2C79VV,l2r,9,B00513NIU0
A11VUG7M2C79VV,l2r,10,B0030MQJP0
A11WYHDB1YEZOX,pop,1,B005C5YZ86
A11WYHDB1YEZOX,pop,2,B004E10W0E
A11WYHDB1YEZOX,pop,3,B00408AQ98
A11WYHDB1YEZOX,pop,4,B004N62M26
A11WYHDB1YEZOX,pop,5,B0038KX8S0
A11WYHDB1YEZOX,pop,6,B004A8ZT9A
A11WYHDB1YEZOX,pop,7,B005CCM48M
A11WYHDB1YEZOX,pop,8,B0054H1I7S
A11WYHDB1YEZOX,pop,9,B004AYDJM8
A11WYHDB1YEZOX,pop,10,B003XVYJ2S
A11WYHDB1YEZOX,l2r,1,B004W4M80U
A11WYHDB1YEZOX,l2r,2,B004KNWXBM
A11WYHDB1YEZOX,l2r,3,B00506DAW4
A11WYHDB1YEZOX,l2r,4,B0052XTW5Y
A11WYHDB1YEZOX,l2r,5,B004T3G12K
A11WYHDB1YEZOX,l2r,6,B0057QN6N0
A11WYHDB1YEZOX,l2r,7,B005CX8JF8
A11WYHDB1YEZOX,l2r,8,B0048EJUEQ
A11WYHDB1YEZOX,l2r,9,B00513NIU0
A11WYHDB1YEZOX,l2r,10,B0030MQJP0
A11ZNT2UXBLNL8,pop,1,B005C5YZ86
A11ZNT2UXBLNL8,pop,2,B004E10W0E
A11ZNT2UXBLNL8,pop,3,B00408AQ98
A11ZNT2UXBLNL8,pop,4,B004N62M26
A11ZNT2UXBLNL8,pop,5,B0038KX8S0
A11ZNT2UXBLNL8,pop,6,B004A8ZT9A
A11ZNT2UXBLNL8,pop,7,B005CCM48M
A11ZNT2UXBLNL8,pop,8,B0054H1I7S
A11ZNT2UXBLNL8,pop,9,B004AYDJM8
A11ZNT2UXBLNL8,pop,10,B003XVYJ2S
A11ZNT2UXBLNL8,l2r,1,B004W4M80U
A11ZNT2UXBLNL8,l2r,2,B004KNWXBM
A11ZNT2UXBLNL8,l2r,3,B00506DAW4
A11ZNT2UXBLNL8,l2r,4,B0052XTW5Y
A11ZNT2UXBLNL8,l2r,5,B004T3G12K
A11ZNT2UXBLNL8,l2r,6,B0057QN6N0
A11ZNT2UXBLNL8,l2r,7,B005CX8JF8
A11ZNT2UXBLNL8,l2r,8,B0048EJUEQ
A11ZNT2UXBLNL8,l2r,9,B00513NIU0
A11ZNT2UXBLNL8,l2r,10,B0030MQJP0
A12CWC8CTC8NMF,pop,1,B005C5YZ86
A12CWC8CTC8NMF,pop,2,B004E10W0E
A12CWC8CTC8NMF,pop,3,B00408AQ98
A12CWC8CTC8NMF,pop,4,B004N62M26
A12CWC8CTC8NMF,pop,5,B0038KX8S0
A12CWC8CTC8NMF,pop,6,B004A8ZT9A
A12CWC8CTC8NMF,pop,7,B005CCM48M
A12CWC8CTC8NMF,pop,8,B0054H1I7S
A12CWC8CTC8NMF,pop,9,B004AYDJM8
A12CWC8CTC8NMF,pop,10,B003XVYJ2S
A12CWC8CTC8NMF,l2r,1,B004W4M80U
A12CWC8CTC8NMF,l2r,2,B004KNWXBM
A12CWC8CTC8NMF,l2r,3,B00506DAW4
A12CWC8CTC8NMF,l2r,4,B0052XTW5Y
A12CWC8CTC8NMF,l2r,5,B004T3G12K
A12CWC8CTC8NMF,l2r,6,B0057QN6N0
A12CWC8CTC8NMF,l2r,7,B005CX8JF8
A12CWC8CTC8NMF,l2r,8,B0048EJUEQ
A12CWC8CTC8NMF,l2r,9,B00513NIU0
A12CWC8CTC8NMF,l2r,10,B0030MQJP0
A12DF8QSZGWVBW,pop,1,B005C5YZ86
A12DF8QSZGWVBW,pop,2,B004E10W0E
A12DF8QSZGWVBW,pop,3,B00408AQ98
A12DF8QSZGWVBW,pop,4,B004N62M26
A12DF8QSZGWVBW,pop,5,B0038KX8S0
A12DF8QSZGWVBW,pop,6,B004A8ZT9A
A12DF8QSZGWVBW,pop,7,B005CCM48M
A12DF8QSZGWVBW,pop,8,B0054H1I7S
A12DF8QSZGWVBW,pop,9,B004AYDJM8
A12DF8QSZGWVBW,pop,10,B003XVYJ2S
A12DF8QSZGWVBW,l2r,1,B004W4M80U
A12DF8QSZGWVBW,l2r,2,B004KNWXBM
A12DF8QSZGWVBW,l2r,3,B00506DAW4
A12DF8QSZGWVBW,l2r,4,B0052XTW5Y
A12DF8QSZGWVBW,l2r,5,B004T3G12K
A12DF8QSZGWVBW,l2r,6,B0057QN6N0
A12DF8QSZGWVBW,l2r,7,B005CX8JF8
A12DF8QSZGWVBW,l2r,8,B0048EJUEQ
A12DF8QSZGWVBW,l2r,9,B00513NIU0
A12DF8QSZGWVBW,l2r,10,B0030MQJP0
A12FGRUDIJI1W4,pop,1,B005C5YZ86
A12FGRUDIJI1W4,pop,2,B004E10W0E
A12FGRUDIJI1W4,pop,3,B00408AQ98
A12FGRUDIJI1W4,pop,4,B004N62M26
A12FGRUDIJI1W4,pop,5,B0038KX8S0
A12FGRUDIJI1W4,pop,6,B004A8ZT9A
A12FGRUDIJI1W4,pop,7,B005CCM48M
A12FGRUDIJI1W4,pop,8,B0054H1I7S
A12FGRUDIJI1W4,pop,9,B004AYDJM8
A12FGRUDIJI1W4,pop,10,B003XVYJ2S
A12FGRUDIJI1W4,l2r,1,B004W4M80U
A12FGRUDIJI1W4,l2r,2,B004KNWXBM
A12FGRUDIJI1W4,l2r,3,B00506DAW4
A12FGRUDIJI1W4,l2r,4,B0052XTW5Y
A12FGRUDIJI1W4,l2r,5,B004T3G12K
A12FGRUDIJI1W4,l2r,6,B0057QN6N0
A12FGRUDIJI1W4,l2r,7,B005CX8JF8
A12FGRUDIJI1W4,l2r,8,B0048EJUEQ
A12FGRUDIJI1W4,l2r,9,B00513NIU0
A12FGRUDIJI1W4,l2r,10,B0030MQJP0
A12J54EK0MXZ5V,pop,1,B005C5YZ86
A12J54EK0MXZ5V,pop,2,B004E10W0E
A12J54EK0MXZ5V,pop,3,B00408AQ98
A12J54EK0MXZ5V,pop,4,B004N62M26
A12J54EK0MXZ5V,pop,5,B0038KX8S0
A12J54EK0MXZ5V,pop,6,B004A8ZT9A
A12J54EK0MXZ5V,pop,7,B005CCM48M
A12J54EK0MXZ5V,pop,8,B0054H1I7S
A12J54EK0MXZ5V,pop,9,B004AYDJM8
A12J54EK0MXZ5V,pop,10,B003XVYJ2S
A12J54EK0MXZ5V,l2r,1,B004W4M80U
A12J54EK0MXZ5V,l2r,2,B004KNWXBM
A12J54EK0MXZ5V,l2r,3,B00506DAW4
A12J54EK0MXZ5V,l2r,4,B0052XTW5Y
A12J54EK0MXZ5V,l2r,5,B004T3G12K
A12J54EK0MXZ5V,l2r,6,B0057QN6N0
A12J54EK0MXZ5V,l2r,7,B005CX8JF8
A12J54EK0MXZ5V,l2r,8,B0048EJUEQ
A12J54EK0MXZ5V,l2r,9,B00513NIU0
A12J54EK0MXZ5V,l2r,10,B0030MQJP0
A12Q8MINR3GIU6,pop,1,B005C5YZ86
A12Q8MINR3GIU6,pop,2,B004E10W0E
A12Q8MINR3GIU6,pop,3,B00408AQ98
A12Q8MINR3GIU6,pop,4,B004N62M26
A12Q8MINR3GIU6,pop,5,B0038KX8S0
A12Q8MINR3GIU6,pop,6,B004A8ZT9A
A12Q8MINR3GIU6,pop,7,B005CCM48M
A12Q8MINR3GIU6,pop,8,B0054H1I7S
A12Q8MINR3GIU6,pop,9,B004AYDJM8
A12Q8MINR3GIU6,pop,10,B003XVYJ2S
A12Q8MINR3GIU6,l2r,1,B004W4M80U
A12Q8MINR3GIU6,l2r,2,B004KNWXBM
A12Q8MINR3GIU6,l2r,3,B00506DAW4
A12Q8MINR3GIU6,l2r,4,B0052XTW5Y
A12Q8MINR3GIU6,l2r,5,B004T3G12K
A12Q8MINR3GIU6,l2r,6,B0057QN6N0
A12Q8MINR3GIU6,l2r,7,B005CX8JF8
A12Q8MINR3GIU6,l2r,8,B0048EJUEQ
A12Q8MINR3GIU6,l2r,9,B00513NIU0
A12Q8MINR3GIU6,l2r,10,B0030MQJP0
A131Z39T6X98L6,pop,1,B005C5YZ86
A131Z39T6X98L6,pop,2,B004E10W0E
A131Z39T6X98L6,pop,3,B00408AQ98
A131Z39T6X98L6,pop,4,B004N62M26
A131Z39T6X98L6,pop,5,B0038KX8S0
A131Z39T6X98L6,pop,6,B004A8ZT9A
A131Z39T6X98L6,pop,7,B005CCM48M
A131Z39T6X98L6,pop,8,B0054H1I7S
A131Z39T6X98L6,pop,9,B004AYDJM8
A131Z39T6X98L6,pop,10,B003XVYJ2S
A131Z39T6X98L6,l2r,1,B004W4M80U
A131Z39T6X98L6,l2r,2,B004KNWXBM
A131Z39T6X98L6,l2r,3,B00506DAW4
A131Z39T6X98L6,l2r,4,B0052XTW5Y
A131Z39T6X98L6,l2r,5,B004T3G12K
A131Z39T6X98L6,l2r,6,B0057QN6N0
A131Z39T6X98L6,l2r,7,B005CX8JF8
A131Z39T6X98L6,l2r,8,B0048EJUEQ
A131Z39T6X98L6,l2r,9,B00513NIU0
A131Z39T6X98L6,l2r,10,B0030MQJP0
A1360BL0BP6IY5,pop,1,B005C5YZ86
A1360BL0BP6IY5,pop,2,B004E10W0E
A1360BL0BP6IY5,pop,3,B00408AQ98
A1360BL0BP6IY5,pop,4,B004N62M26
A1360BL0BP6IY5,pop,5,B0038KX8S0
A1360BL0BP6IY5,pop,6,B004A8ZT9A
A1360BL0BP6IY5,pop,7,B005CCM48M
A1360BL0BP6IY5,pop,8,B0054H1I7S
A1360BL0BP6IY5,pop,9,B004AYDJM8
A1360BL0BP6IY5,pop,10,B003XVYJ2S
A1360BL0BP6IY5,l2r,1,B004W4M80U
A1360BL0BP6IY5,l2r,2,B004KNWXBM
A1360BL0BP6IY5,l2r,3,B00506DAW4
A1360BL0BP6IY5,l2r,4,B0052XTW5Y
A1360BL0BP6IY5,l2r,5,B004T3G12K
A1360BL0BP6IY5,l2r,6,B0057QN6N0
A1360BL0BP6IY5,l2r,7,B005CX8JF8
A1360BL0BP6IY5,l2r,8,B0048EJUEQ
A1360BL0BP6IY5,l2r,9,B00513NIU0
A1360BL0BP6IY5,l2r,10,B0030MQJP0
A13JUOVYKMUMQR,pop,1,B005C5YZ86
A13JUOVYKMUMQR,pop,2,B004E10W0E
A13JUOVYKMUMQR,pop,3,B00408AQ98
A13JUOVYKMUMQR,pop,4,B004N62M26
A13JUOVYKMUMQR,pop,5,B0038KX8S0
A13JUOVYKMUMQR,pop,6,B004A8ZT9A
A13JUOVYKMUMQR,pop,7,B005CCM48M
A13JUOVYKMUMQR,pop,8,B0054H1I7S
A13JUOVYKMUMQR,pop,9,B004AYDJM8
A13JUOVYKMUMQR,pop,10,B003XVYJ2S
A13JUOVYKMUMQR,l2r,1,B004W4M80U
A13JUOVYKMUMQR,l2r,2,B004KNWXBM
A13JUOVYKMUMQR,l2r,3,B00506DAW4
A13JUOVYKMUMQR,l2r,4,B0052XTW5Y
A13JUOVYKMUMQR,l2r,5,B004T3G12K
A13JUOVYKMUMQR,l2r,6,B0057QN6N0
A13JUOVYKMUMQR,l2r,7,B005CX8JF8
A13JUOVYKMUMQR,l2r,8,B0048EJUEQ
A13JUOVYKMUMQR,l2r,9,B00513NIU0
A13JUOVYKMUMQR,l2r,10,B0030MQJP0
A1404LLHJYCX25,pop,1,B005C5YZ86
A1404LLHJYCX25,pop,2,B004E10W0E
A1404LLHJYCX25,pop,3,B00408AQ98
A1404LLHJYCX25,pop,4,B004N62M26
A1404LLHJYCX25,pop,5,B0038KX8S0
A1404LLHJYCX25,pop,6,B004A8ZT9A
A1404LLHJYCX25,pop,7,B005CCM48M
A1404LLHJYCX25,pop,8,B0054H1I7S
A1404LLHJYCX25,pop,9,B004AYDJM8
A1404LLHJYCX25,pop,10,B003XVYJ2S
A1404LLHJYCX25,l2r,1,B004W4M80U
A1404LLHJYCX25,l2r,2,B004KNWXBM
A1404LLHJYCX25,l2r,3,B00506DAW4
A1404LLHJYCX25,l2r,4,B0052XTW5Y
A1404LLHJYCX25,l2r,5,B004T3G12K
A1404LLHJYCX25,l2r,6,B0057QN6N0
A1404LLHJYCX25,l2r,7,B005CX8JF8
A1404LLHJYCX25,l2r,8,B0048EJUEQ
A1404LLHJYCX25,l2r,9,B00513NIU0
A1404LLHJYCX25,l2r,10,B0030MQJP0
A140VFNVVJH8HF,pop,1,B005C5YZ86
A140VFNVVJH8HF,pop,2,B004E10W0E
A140VFNVVJH8HF,pop,3,B00408AQ98
A140VFNVVJH8HF,pop,4,B004N62M26
A140VFNVVJH8HF,pop,5,B0038KX8S0
A140VFNVVJH8HF,pop,6,B004A8ZT9A
A140VFNVVJH8HF,pop,7,B005CCM48M
A140VFNVVJH8HF,pop,8,B0054H1I7S
A140VFNVVJH8HF,pop,9,B004AYDJM8
A140VFNVVJH8HF,pop,10,B003XVYJ2S
A140VFNVVJH8HF,l2r,1,B004W4M80U
A140VFNVVJH8HF,l2r,2,B004KNWXBM
A140VFNVVJH8HF,l2r,3,B00506DAW4
A140VFNVVJH8HF,l2r,4,B0052XTW5Y
A140VFNVVJH8HF,l2r,5,B004T3G12K
A140VFNVVJH8HF,l2r,6,B0057QN6N0
A140VFNVVJH8HF,l2r,7,B005CX8JF8
A140VFNVVJH8HF,l2r,8,B0048EJUEQ
A140VFNVVJH8HF,l2r,9,B00513NIU0
A140VFNVVJH8HF,l2r,10,B0030MQJP0
A147V6V6ELLV40,pop,1,B005C5YZ86
A147V6V6ELLV40,pop,2,B004E10W0E
A147V6V6ELLV40,pop,3,B00408AQ98
A147V6V6ELLV40,pop,4,B004N62M26
A147V6V6ELLV40,pop,5,B0038KX8S0
A147V6V6ELLV40,pop,6,B004A8ZT9A
A147V6V6ELLV40,pop,7,B005CCM48M
A147V6V6ELLV40,pop,8,B0054H1I7S
A147V6V6ELLV40,pop,9,B004AYDJM8
A147V6V6ELLV40,pop,10,B003XVYJ2S
A147V6V6ELLV40,l2r,1,B004W4M80U
A147V6V6ELLV40,l2r,2,B004KNWXBM
A147V6V6ELLV40,l2r,3,B00506DAW4
A147V6V6ELLV40,l2r,4,B0052XTW5Y
A147V6V6ELLV40,l2r,5,B004T3G12K
A147V6V6ELLV40,l2r,6,B0057QN6N0
A147V6V6ELLV40,l2r,7,B005CX8JF8
A147V6V6ELLV40,l2r,8,B0048EJUEQ
A147V6V6ELLV40,l2r,9,B00513NIU0
A147V6V6ELLV40,l2r,10,B0030MQJP0
A14OLM3PMACQX6,pop,1,B005C5YZ86
A14OLM3PMACQX6,pop,2,B004E10W0E
A14OLM3PMACQX6,pop,3,B00408AQ98
A14OLM3PMACQX6,pop,4,B004N62M26
A14OLM3PMACQX6,pop,5,B0038KX8S0
A14OLM3PMACQX6,pop,6,B004A8ZT9A
A14OLM3PMACQX6,pop,7,B005CCM48M
A14OLM3PMACQX6,pop,8,B0054H1I7S
A14OLM3PMACQX6,pop,9,B004AYDJM8
A14OLM3PMACQX6,pop,10,B003XVYJ2S
A14OLM3PMACQX6,l2r,1,B004W4M80U
A14OLM3PMACQX6,l2r,2,B004KNWXBM
A14OLM3PMACQX6,l2r,3,B00506DAW4
A14OLM3PMACQX6,l2r,4,B0052XTW5Y
A14OLM3PMACQX6,l2r,5,B004T3G12K
A14OLM3PMACQX6,l2r,6,B0057QN6N0
A14OLM3PMACQX6,l2r,7,B005CX8JF8
A14OLM3PMACQX6,l2r,8,B0048EJUEQ
A14OLM3PMACQX6,l2r,9,B00513NIU0
A14OLM3PMACQX6,l2r,10,B0030MQJP0
A14XCEQVA119WV,pop,1,B005C5YZ86
A14XCEQVA119WV,pop,2,B004E10W0E
A14XCEQVA119WV,pop,3,B00408AQ98
A14XCEQVA119WV,pop,4,B004N62M26
A14XCEQVA119WV,pop,5,B0038KX8S0
A14XCEQVA119WV,pop,6,B004A8ZT9A
A14XCEQVA119WV,pop,7,B005CCM48M
A14XCEQVA119WV,pop,8,B0054H1I7S
A14XCEQVA119WV,pop,9,B004AYDJM8
A14XCEQVA119WV,pop,10,B003XVYJ2S
A14XCEQVA119WV,l2r,1,B004W4M80U
A14XCEQVA119WV,l2r,2,B004KNWXBM
A14XCEQVA119WV,l2r,3,B00506DAW4
A14XCEQVA119WV,l2r,4,B0052XTW5Y
A14XCEQVA119WV,l2r,5,B004T3G12K
A14XCEQVA119WV,l2r,6,B0057QN6N0
A14XCEQVA119WV,l2r,7,B005CX8JF8
A14XCEQVA119WV,l2r,8,B0048EJUEQ
A14XCEQVA119WV,l2r,9,B00513NIU0
A14XCEQVA119WV,l2r,10,B0030MQJP0
A1516JPVQ5BIO8,pop,1,B005C5YZ86
A1516JPVQ5BIO8,pop,2,B004E10W0E
A1516JPVQ5BIO8,pop,3,B00408AQ98
A1516JPVQ5BIO8,pop,4,B004N62M26
A1516JPVQ5BIO8,pop,5,B0038KX8S0
A1516JPVQ5BIO8,pop,6,B004A8ZT9A
A1516JPVQ5BIO8,pop,7,B005CCM48M
A1516JPVQ5BIO8,pop,8,B0054H1I7S
A1516JPVQ5BIO8,pop,9,B004AYDJM8
A1516JPVQ5BIO8,pop,10,B003XVYJ2S
A1516JPVQ5BIO8,l2r,1,B004W4M80U
A1516JPVQ5BIO8,l2r,2,B004KNWXBM
A1516JPVQ5BIO8,l2r,3,B00506DAW4
A1516JPVQ5BIO8,l2r,4,B0052XTW5Y
A1516JPVQ5BIO8,l2r,5,B004T3G12K
A1516JPVQ5BIO8,l2r,6,B0057QN6N0
A1516JPVQ5BIO8,l2r,7,B005CX8JF8
A1516JPVQ5BIO8,l2r,8,B0048EJUEQ
A1516JPVQ5BIO8,l2r,9,B00513NIU0
A1516JPVQ5BIO8,l2r,10,B0030MQJP0
A15J941FEVS98W,pop,1,B005C5YZ86
A15J941FEVS98W,pop,2,B004E10W0E
A15J941FEVS98W,pop,3,B00408AQ98
A15J941FEVS98W,pop,4,B004N62M26
A15J941FEVS98W,pop,5,B0038KX8S0
A15J941FEVS98W,pop,6,B004A8ZT9A
A15J941FEVS98W,pop,7,B005CCM48M
A15J941FEVS98W,pop,8,B0054H1I7S
A15J941FEVS98W,pop,9,B004AYDJM8
A15J941FEVS98W,pop,10,B003XVYJ2S
A15J941FEVS98W,l2r,1,B004W4M80U
A15J941FEVS98W,l2r,2,B004KNWXBM
A15J941FEVS98W,l2r,3,B00506DAW4
A15J941FEVS98W,l2r,4,B0052XTW5Y
A15J941FEVS98W,l2r,5,B004T3G12K
A15J941FEVS98W,l2r,6,B0057QN6N0
A15J941FEVS98W,l2r,7,B005CX8JF8
A15J941FEVS98W,l2r,8,B0048EJUEQ
A15J941FEVS98W,l2r,9,B00513NIU0
A15J941FEVS98W,l2r,10,B0030MQJP0
A15NZD5WINDQZM,pop,1,B005C5YZ86
A15NZD5WINDQZM,pop,2,B004E10W0E
A15NZD5WINDQZM,pop,3,B00408AQ98
A15NZD5WINDQZM,pop,4,B004N62M26
A15NZD5WINDQZM,pop,5,B0038KX8S0
A15NZD5WINDQZM,pop,6,B004A8ZT9A
A15NZD5WINDQZM,pop,7,B005CCM48M
A15NZD5WINDQZM,pop,8,B0054H1I7S
A15NZD5WINDQZM,pop,9,B004AYDJM8
A15NZD5WINDQZM,pop,10,B003XVYJ2S
A15NZD5WINDQZM,l2r,1,B004W4M80U
A15NZD5WINDQZM,l2r,2,B004KNWXBM
A15NZD5WINDQZM,l2r,3,B00506DAW4
A15NZD5WINDQZM,l2r,4,B0052XTW5Y
A15NZD5WINDQZM,l2r,5,B004T3G12K
A15NZD5WINDQZM,l2r,6,B0057QN6N0
A15NZD5WINDQZM,l2r,7,B005CX8JF8
A15NZD5WINDQZM,l2r,8,B0048EJUEQ
A15NZD5WINDQZM,l2r,9,B00513NIU0
A15NZD5WINDQZM,l2r,10,B0030MQJP0
A161DK06JJMCYF,pop,1,B005C5YZ86
A161DK06JJMCYF,pop,2,B004E10W0E
A161DK06JJMCYF,pop,3,B00408AQ98
A161DK06JJMCYF,pop,4,B004N62M26
A161DK06JJMCYF,pop,5,B0038KX8S0
